total_cards,created_at,release_channel,user_id,stars,active_modifiers,passed,time_seconds,game_version,session_id,cards_failed,level_number,end_reason,player_id,mode,stage_name,cards_failed_count,rounds,id,session_doc_id,site_host
1,2026-03-04T07:45:17.552000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.35,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'NW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.38, 'round_number': 1, 'level_number': 27}]",BNddIYJ8vCfmTsmnERLt,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:50:08.610000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '4'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.32, 'round_number': 1, 'level_number': 1}]",BQZ2e9xQ9bao4LyWBcTD,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
2,2026-03-04T08:07:16.172000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,4,[],True,0.3,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,[],67,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,Stage 67,0,[],BRF2yJDSx1f1zNRmrNhd,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
2,2026-03-04T07:54:49.772000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,"[""fog""]",False,5.75,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 2, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': 'blank', 'expected': '6'}]",90,menu_quit,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,Stage 90,1,[],BRnD7CFvJHDrWRwLIkr2,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:48:14.169000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.36,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': 'blank', 'expected': '3'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.39, 'round_number': 1, 'level_number': 1}]",BUEFWf6kqtRdMpf22UfN,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:34:28.261000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.46,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': '45°_↺', 'card_type': 'directions', 'prompt_target': '45° ↺', 'actual': '↓', 'expected': 'NE'}]",45,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.48, 'round_number': 1, 'level_number': 45}]",BiCUVdlh0tVxSh6eeJSG,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:45:12.745000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.36,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '↓→', 'expected': 'NE'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.38, 'round_number': 1, 'level_number': 27}]",BlsJgCzeWnWMmlev91Fb,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:48:43.802000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.41,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '7', 'expected': '3'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.42, 'round_number': 1, 'level_number': 1}]",BqiwvbRdoLlmfVlN5dDS,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:35:38.597000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.26,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': '90°_↻', 'card_type': 'directions', 'prompt_target': '90° ↻', 'actual': '↓', 'expected': 'Up'}]",45,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.29, 'round_number': 1, 'level_number': 45}]",BwwW1EWQ6L6uQFvobT8d,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:48:27.722000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '↑', 'expected': '7'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.34, 'round_number': 1, 'level_number': 1}]",Bz8GWiiLsRimEIGhyekL,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:32:11.804000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.35,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '↓→', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.4, 'round_number': 1, 'level_number': 27}]",C1SnY2Yd4lJzjGg4rJdA,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:49:53.018000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.21,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '1'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.24, 'round_number': 1, 'level_number': 1}]",C8ksfkgKOEnQKlByFAdt,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:49:17.915000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '4'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.32, 'round_number': 1, 'level_number': 1}]",CC5Kryemxb06Ah1Btbyf,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:53:03.859000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.36,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '3'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.4, 'round_number': 1, 'level_number': 1}]",CJCEmTcLzzZze3cZlZUh,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
2,2026-03-04T08:07:14.847000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.3,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': 'blank', 'expected': '6'}, {'position': 2, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '67', 'expected': '7'}]",67,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.34, 'round_number': 1, 'level_number': 67}]",CJc9UydZ6AGmpV2KsWv6,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:45:02.552000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.3,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '↓→', 'expected': 'NE'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.34, 'round_number': 1, 'level_number': 27}]",CQLNgw0tuKHeL45unozY,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:35:54.077000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.3,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': '45°_↻', 'card_type': 'directions', 'prompt_target': '45° ↻', 'actual': '←', 'expected': 'NW'}]",45,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.34, 'round_number': 1, 'level_number': 45}]",CTISJsAeJJH4q4wf73ad,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
2,2026-03-04T08:06:46.918000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,4,[],True,0.3,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,[],67,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,Stage 67,0,[],CU7YS2GFjyLJ8MkcHy72,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:51:38.450000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '5'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.35, 'round_number': 1, 'level_number': 1}]",CVjhl1HPq85EmGQGFTDu,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:32:02.476000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '→↓', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.32, 'round_number': 1, 'level_number': 27}]",CWoQXtSFWqqWuYjp5g3W,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
2,2026-03-04T08:07:48.014000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.35,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '7', 'expected': '6'}, {'position': 2, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '67', 'expected': '7'}]",67,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.36, 'round_number': 1, 'level_number': 67}]",CXl3fZynwpZIowwqLhgM,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:34:04.436000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.41,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': '45°_↺', 'card_type': 'directions', 'prompt_target': '45° ↺', 'actual': '↓', 'expected': 'NW'}]",45,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.45, 'round_number': 1, 'level_number': 45}]",CY1buRfTnYO0kasRWu9q,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:49:41.858000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.66,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '8'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': True, 'mode': 'stages', 'time_spent': 1.26, 'round_number': 1, 'level_number': 1}, {'passed': False, 'mode': 'stages', 'time_spent': 0.3, 'round_number': 2, 'level_number': 1}]",CaGKkEpBtUYspcIFc88x,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:32:10.691000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.35,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '↓→', 'expected': 'SW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.38, 'round_number': 1, 'level_number': 27}]",ChCbcEaSt7veBDVlFJLP,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:49:08.835000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.3,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '7'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.31, 'round_number': 1, 'level_number': 1}]",CmNxtRzDM86YqcQMoGO1,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
2,2026-03-04T08:06:45.183000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.36,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 2, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '76', 'expected': '7'}]",67,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.37, 'round_number': 1, 'level_number': 67}]",Cnm1UOIRzw1tN0b7qUtS,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:52:57.171000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.67,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '9'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': True, 'mode': 'stages', 'time_spent': 1.32, 'round_number': 1, 'level_number': 1}, {'passed': False, 'mode': 'stages', 'time_spent': 0.3, 'round_number': 2, 'level_number': 1}]",CoDrkKBFgpGtUfbe9emc,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:50:13.571000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.4,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '4'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.42, 'round_number': 1, 'level_number': 1}]",CwLUKyOLusp14kOrOagi,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:50:31.498000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '1'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.35, 'round_number': 1, 'level_number': 1}]",CwoItHyE6Mv9EkolAMu0,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:53:00.963000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '3'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.33, 'round_number': 1, 'level_number': 1}]",D1ff3oz74WRCFo8czfuz,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
2,2026-03-04T08:07:07.198000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.66,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '7', 'expected': '6'}, {'position': 2, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '676', 'expected': '7'}]",67,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.67, 'round_number': 1, 'level_number': 67}]",D8Ux86hkSmCgjlv5QSKH,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
2,2026-03-04T08:10:06.784000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.8,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '68', 'expected': '6'}]",67,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.86, 'round_number': 1, 'level_number': 67}]",D8YXG1cOPao3jhGANLsR,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:52:30.172000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,1.6,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '4', 'expected': '3'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 1.65, 'round_number': 1, 'level_number': 1}]",DP4h3gjVr8ZKjAT8aAVB,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:52:24.956000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,2,"[""mathChance"", ""misleadChance"", ""backgroundColorChance"", ""backgroundPromptChance"", ""swapChance""]",True,3.15,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,[],1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,Stage 1,0,"[{'passed': True, 'mode': 'stages', 'time_spent': 2.1, 'round_number': 1, 'level_number': 1}, {'passed': True, 'mode': 'stages', 'time_spent': 1.95, 'round_number': 2, 'level_number': 1}]",DQ0LQKmvCTUgvL2C169U,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:34:09.660000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.36,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': '90°_↺', 'card_type': 'directions', 'prompt_target': '90° ↺', 'actual': '↓', 'expected': 'Right'}]",45,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.39, 'round_number': 1, 'level_number': 45}]",DRoLRMQibmObxj1f0yKb,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
2,2026-03-04T08:06:53.414000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,3.66,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '77', 'expected': '6'}, {'position': 2, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '66', 'expected': '7'}]",67,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 3.7, 'round_number': 1, 'level_number': 67}]",DWQuboJYUC8q3YBv0SUJ,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:48:06.122000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.3,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': 'blank', 'expected': '5'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.3, 'round_number': 1, 'level_number': 1}]",DjUErlFcq3YreiM99GGr,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:35:30.278000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.41,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': '45°_↺', 'card_type': 'directions', 'prompt_target': '45° ↺', 'actual': '↓', 'expected': 'SE'}]",45,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.43, 'round_number': 1, 'level_number': 45}]",DmVCBuDkzr5TXyQ2DZvr,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:45:07.720000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'diagonal', 'card_type': 'diagonal', 'prompt_target': 'Diagonal', 'actual': '↓→', 'expected': 'NW'}]",27,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.34, 'round_number': 1, 'level_number': 27}]",DpGgdY0madxgx2A8zQoY,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
2,2026-03-04T08:08:31.151000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.31,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '67', 'expected': '6'}, {'position': 2, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '7'}]",67,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,2,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.34, 'round_number': 1, 'level_number': 67}]",DpfUZkCOHaNxLurDwlQL,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:35:37.221000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.26,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': '45°_↻', 'card_type': 'directions', 'prompt_target': '45° ↻', 'actual': '↓↓', 'expected': 'SW'}]",45,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.26, 'round_number': 1, 'level_number': 45}]",DqI20yQByEfXnVWRmH0s,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:52:42.147000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.3,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '2'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': False, 'mode': 'stages', 'time_spent': 0.35, 'round_number': 1, 'level_number': 1}]",DxuIyrSYXRAqeW1WO4mt,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:51:35.315000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.66,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '2'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': True, 'mode': 'stages', 'time_spent': 1.31, 'round_number': 1, 'level_number': 1}, {'passed': False, 'mode': 'stages', 'time_spent': 0.27, 'round_number': 2, 'level_number': 1}]",E08aAPEtXNTMKI5Y7RkF,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
1,2026-03-04T07:49:38.642000+00:00,custom,KRkOl9rJuER4DTgz7MdwicIriaz1,0,[],False,0.64,2026.03.0,73dc1cbc-9baf-449f-bbba-181144108be8,"[{'position': 1, 'hint_type': 'number', 'card_type': 'numbers', 'prompt_target': 'Number', 'actual': '6', 'expected': '8'}]",1,level_end,57a0af4c-4fdd-47c6-8f47-1e04d3c6e529,stages,,1,"[{'passed': True, 'mode': 'stages', 'time_spent': 1.29, 'round_number': 1, 'level_number': 1}, {'passed': False, 'mode': 'stages', 'time_spent': 0.27, 'round_number': 2, 'level_number': 1}]",EDr4yvsVvOnj6zuOwqLD,GlF38nAvXSY7K29RCpQL,serve.gamejolt.net
