,percent_enabled
leaderboards_enabled,100.0
auto_start_stage_preview_enabled,100.0
auto_advance_next_enabled,98.27586206896551
flash_countdown_enabled,98.27586206896551
success_animation_enabled,96.55172413793103
flash_warning_enabled,93.10344827586206
enter_to_next_enabled,8.620689655172415
fullscreen_enabled,1.7241379310344827
