created_at,session_id,release_channel,time_seconds,stage_name,cards_failed_count,cards_failed,mode,level_number,passed,player_id,game_version,rounds,active_modifiers,user_id,stars,total_cards,end_reason,id,session_doc_id,site_host
2026-03-09T01:59:30.854000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,6.36,,1,"[{'hint_type': 'background_color', 'position': 2, 'card_type': 'colors', 'actual': 'b', 'prompt_target': 'Background color', 'expected': 'White'}]",stages,36,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 7.9, 'mode': 'stages', 'passed': False, 'level_number': 36}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,0WFM1z3lNWMZI2k3LyIM,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:58:35.390000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,16.92,Stage 35,0,[],stages,35,True,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 10.95, 'mode': 'stages', 'passed': True, 'level_number': 35}]","[""mathOps"", ""backgroundColor"", ""rotate"", ""swapCards"", ""glitch"", ""mathMinCount"", ""backgroundColorChance""]",1F9bXcIBahSUmvIdD1Vee9sutIm2,1,3,level_end,1PYHW9ejOTBiDQG8PN3Z,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:01:31.058000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,6.6,,2,"[{'hint_type': '90°_↻', 'position': 2, 'card_type': 'directions', 'actual': '↓', 'prompt_target': '90° ↻', 'expected': 'Up'}, {'hint_type': 'number', 'position': 3, 'card_type': 'numbers', 'actual': 'a', 'prompt_target': 'Number', 'expected': '9'}]",stages,45,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 8.12, 'mode': 'stages', 'passed': False, 'level_number': 45}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,27VzkRCiDugCyMPrlKn2,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:50:42.035000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,4.85,Stage 19,0,[],stages,19,True,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 1.5, 'mode': 'stages', 'passed': True, 'level_number': 19}, {'round_number': 2, 'time_spent': 1.99, 'mode': 'stages', 'passed': True, 'level_number': 19}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,3,2,level_end,2SCSnBw3IJTSFjf1DXbG,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:50:55.703000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,4.95,Stage 20,0,[],stages,20,True,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,[],"[""mathOps"", ""backgroundColor"", ""backgroundColorChance"", ""backgroundColorMinCount"", ""backgroundColorMaxCount"", ""backgroundPromptMinCount"", ""backgroundPromptMaxCount"", ""mathChance"", ""mathMinCount"", ""mathMaxCount""]",1F9bXcIBahSUmvIdD1Vee9sutIm2,4,4,level_end,4mwZqgitArwc1ZkOXty1,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:57:00.555000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,5.85,,1,"[{'hint_type': 'text_color', 'position': 3, 'card_type': 'colors', 'actual': 'b', 'prompt_target': 'Text color', 'expected': 'Orange'}]",stages,33,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 5.88, 'mode': 'stages', 'passed': False, 'level_number': 33}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,4xurcLVsCWRA9zn6ginF,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:51:48.292000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,6.31,,1,"[{'hint_type': 'text_color', 'position': 1, 'card_type': 'colors', 'actual': 'o', 'prompt_target': 'Text color', 'expected': 'Brown'}]",stages,23,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 3.04, 'mode': 'stages', 'passed': True, 'level_number': 23}, {'round_number': 2, 'time_spent': 3.31, 'mode': 'stages', 'passed': False, 'level_number': 23}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,2,level_end,56eJ1OTZjHqRhIzyLXbv,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:54:06.458000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,7.55,,2,"[{'hint_type': '90°_↻', 'position': 2, 'card_type': 'directions', 'actual': 'blank', 'prompt_target': '90° ↻', 'expected': 'Down'}, {'hint_type': '180°_↻', 'position': 3, 'card_type': 'diagonal', 'actual': 'blank', 'prompt_target': '180° ↻', 'expected': 'SW'}]",stages,28,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 7.59, 'mode': 'stages', 'passed': False, 'level_number': 28}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,68qFDg6qGJ3RVhC43AZj,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:23:52.722000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,0.35,,1,"[{'hint_type': 'background_color', 'position': 1, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Background color', 'expected': 'White'}]",stages,15,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 0.37, 'mode': 'stages', 'passed': False, 'level_number': 15}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,1,level_end,6GNVOlugM0iNE15YPD3e,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:24:09.753000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,0.95,,3,"[{'hint_type': 'text', 'position': 1, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Yellow'}, {'hint_type': 'background_color', 'position': 2, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Background color', 'expected': 'Orange'}, {'hint_type': 'background_color', 'position': 3, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Background color', 'expected': 'Red'}]",stages,16,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 0.97, 'mode': 'stages', 'passed': False, 'level_number': 16}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,6MtWb2GZmkdh5y8y7U1A,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:57:09.598000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,7.75,Stage 33,0,[],stages,33,True,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,[],"[""misleadColors"", ""backgroundColor"", ""textColor"", ""glitch"", ""backgroundColorChance"", ""misleadChance"", ""textLabelUniquePerRound"", ""textColorChance"", ""textColorUniqueLabelsPerRound"", ""textColorAvoidCardBackground""]",1F9bXcIBahSUmvIdD1Vee9sutIm2,2,3,level_end,6d2UCD46nHVebc3EE8e7,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:51:38.725000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,6.15,Stage 22,0,[],stages,22,True,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 1.77, 'mode': 'stages', 'passed': True, 'level_number': 22}, {'round_number': 2, 'time_spent': 2.19, 'mode': 'stages', 'passed': True, 'level_number': 22}]","[""textColor"", ""textColorChance"", ""textPromptMinCount"", ""textPromptMaxCount"", ""textColorUniqueLabelsPerRound""]",1F9bXcIBahSUmvIdD1Vee9sutIm2,2,2,level_end,6hgn2X7bMWTNUaeDzB0W,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:02:07.178000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,1.4,Stage 47,0,[],stages,47,True,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 0.92, 'mode': 'stages', 'passed': True, 'level_number': 47}]","[""previousCard"", ""previousCardChance""]",1F9bXcIBahSUmvIdD1Vee9sutIm2,3,1,level_end,6t52htaoNNcP73xO9UmM,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:53:56.262000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,10.65,,1,"[{'hint_type': '45°_↻', 'position': 2, 'card_type': 'diagonal', 'actual': '↓', 'prompt_target': '45° ↻', 'expected': 'Left'}]",stages,28,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 10.66, 'mode': 'stages', 'passed': False, 'level_number': 28}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,70gc9jjRMCVll0dYt8yC,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:54:47.107000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,8.2,,1,"[{'hint_type': '45°_↻', 'position': 2, 'card_type': 'directions', 'actual': '↑←', 'prompt_target': '45° ↻', 'expected': 'SW'}]",stages,28,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 8.25, 'mode': 'stages', 'passed': False, 'level_number': 28}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,72O68ipmzr88j0VsayP5,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:58:50.283000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,5.41,,2,"[{'hint_type': 'text_color', 'position': 1, 'card_type': 'colors', 'actual': 'p', 'prompt_target': 'Text color', 'expected': 'Orange'}, {'hint_type': 'background_color', 'position': 2, 'card_type': 'colors', 'actual': 'g', 'prompt_target': 'Background color', 'expected': 'White'}]",stages,36,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 6.95, 'mode': 'stages', 'passed': False, 'level_number': 36}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,7o6pzejuH5o27BJo4Bp3,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:48:32.995000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,3.55,Stage 6,0,[],stages,6,True,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 1.05, 'mode': 'stages', 'passed': True, 'level_number': 6}, {'round_number': 2, 'time_spent': 1.32, 'mode': 'stages', 'passed': True, 'level_number': 6}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,3,2,level_end,8BcCQboSuZCFOgIpndTK,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:50:17.585000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,0.9,,1,"[{'hint_type': 'text', 'position': 1, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Pink'}]",stages,17,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 0.93, 'mode': 'stages', 'passed': False, 'level_number': 17}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,1,level_end,8peqX7ytjnhPB1PYrKTr,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:57:20.707000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,5.73,Stage 34,0,[],stages,34,True,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,[],"[""swapCards""]",1F9bXcIBahSUmvIdD1Vee9sutIm2,2,3,level_end,8trplCR2cco2BZul5L9U,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:02:02.125000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,0.3,,1,"[{'hint_type': 'number', 'position': 1, 'card_type': 'numbers', 'actual': '6', 'prompt_target': 'Number', 'expected': '2'}]",stages,47,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 0.68, 'mode': 'stages', 'passed': False, 'level_number': 47}, {'round_number': 1, 'time_spent': 0.3, 'mode': 'stages', 'passed': False, 'level_number': 47}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,1,level_end,98LMmbFBeteE7llh5r7b,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:25:03.683000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,1.15,,4,"[{'hint_type': 'background_color', 'position': 1, 'card_type': 'letters', 'actual': 'blank', 'prompt_target': 'Background color', 'expected': 'Red'}, {'hint_type': 'text', 'position': 2, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Brown'}, {'hint_type': 'text', 'position': 3, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Blue'}, {'hint_type': 'text', 'position': 4, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Red'}]",stages,18,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 1.16, 'mode': 'stages', 'passed': False, 'level_number': 18}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,4,level_end,A1gyOuJtyec25kEcc8bL,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:25:04.717000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,0.85,,4,"[{'hint_type': 'background_color', 'position': 1, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Background color', 'expected': 'Yellow'}, {'hint_type': 'number', 'position': 2, 'card_type': 'numbers', 'actual': 'blank', 'prompt_target': 'Number', 'expected': '6'}, {'hint_type': 'text', 'position': 3, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Pink'}, {'hint_type': 'text', 'position': 4, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'White'}]",stages,18,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 0.87, 'mode': 'stages', 'passed': False, 'level_number': 18}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,4,level_end,Ap056UTSBd5iXwt99bV5,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:23:40.117000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,0.45,,3,"[{'hint_type': '+_2', 'position': 1, 'card_type': 'numbers', 'actual': 'blank', 'prompt_target': '+ 2', 'expected': '8'}, {'hint_type': 'text', 'position': 2, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Yellow'}, {'hint_type': 'background_color', 'position': 3, 'card_type': 'shapes', 'actual': 'blank', 'prompt_target': 'Background color', 'expected': 'Red'}]",stages,14,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 0.47, 'mode': 'stages', 'passed': False, 'level_number': 14}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,B2xb0xFPypd9NEtCzkMS,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:56:46.043000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,7.25,Stage 32,0,[],stages,32,True,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,[],"[""backgroundColor"", ""rotate"", ""glitch"", ""backgroundColorChance"", ""backgroundPromptMinCount"", ""backgroundPromptMaxCount"", ""rotateMinCount"", ""rotateMaxCount""]",1F9bXcIBahSUmvIdD1Vee9sutIm2,2,3,level_end,BNLI2pW4yjLli4F3rIyU,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:59:45.913000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,5.28,,2,"[{'hint_type': 'text_color', 'position': 1, 'card_type': 'colors', 'actual': 'r', 'prompt_target': 'Text color', 'expected': 'Orange'}, {'hint_type': 'background_color', 'position': 2, 'card_type': 'colors', 'actual': 'b', 'prompt_target': 'Background color', 'expected': 'Yellow'}]",stages,36,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 6.83, 'mode': 'stages', 'passed': False, 'level_number': 36}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,BVnbMH7A2Svd5gT2Q22a,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:57:31.410000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,5.67,,1,"[{'hint_type': '90°_↺', 'position': 3, 'card_type': 'directions', 'actual': '↑', 'prompt_target': '90° ↺', 'expected': 'Down'}]",stages,35,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 7.18, 'mode': 'stages', 'passed': False, 'level_number': 35}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,BZE69B0rTeXm8Wqx5uOl,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:23:38.808000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,0.4,,3,"[{'hint_type': 'text', 'position': 1, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Purple'}, {'hint_type': 'background_color', 'position': 2, 'card_type': 'shapes', 'actual': 'blank', 'prompt_target': 'Background color', 'expected': 'Orange'}, {'hint_type': '&times;_3', 'position': 3, 'card_type': 'numbers', 'actual': 'blank', 'prompt_target': '&times; 3', 'expected': '3'}]",stages,14,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 0.45, 'mode': 'stages', 'passed': False, 'level_number': 14}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,Bp2iFND2jb3tL9zWxOob,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:23:54.107000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,0.4,,1,"[{'hint_type': 'background_color', 'position': 1, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Background color', 'expected': 'Yellow'}]",stages,15,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 0.43, 'mode': 'stages', 'passed': False, 'level_number': 15}, {'round_number': 1, 'time_spent': 0.41, 'mode': 'stages', 'passed': False, 'level_number': 15}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,1,level_end,CGvA3L50Ivt5yQITlpby,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:56:07.797000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,10.4,Stage 31,0,[],stages,31,True,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 4.7, 'mode': 'stages', 'passed': True, 'level_number': 31}, {'round_number': 2, 'time_spent': 3.07, 'mode': 'stages', 'passed': True, 'level_number': 31}]","[""glitch""]",1F9bXcIBahSUmvIdD1Vee9sutIm2,1,3,level_end,CtDxcBCqcnimSecNg9nB,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:25:00.598000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,1.2,,4,"[{'hint_type': 'background_color', 'position': 1, 'card_type': 'letters', 'actual': 'blank', 'prompt_target': 'Background color', 'expected': 'Pink'}, {'hint_type': 'text', 'position': 2, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Brown'}, {'hint_type': 'shape', 'position': 3, 'card_type': 'shapes', 'actual': 'blank', 'prompt_target': 'Shape', 'expected': 'Circle'}, {'hint_type': 'text', 'position': 4, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Green'}]",stages,18,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 1.22, 'mode': 'stages', 'passed': False, 'level_number': 18}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,4,level_end,D9LiY8OZRkK9tIjVKMOm,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:54:36.503000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,11.25,,1,"[{'hint_type': '180°_↻', 'position': 3, 'card_type': 'diagonal', 'actual': '↑', 'prompt_target': '180° ↻', 'expected': 'NE'}]",stages,28,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 11.26, 'mode': 'stages', 'passed': False, 'level_number': 28}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,DFDYrjMC3o7faW2UVl6E,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:51:26.095000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,8.6,Stage 22,0,[],stages,22,True,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 3.14, 'mode': 'stages', 'passed': True, 'level_number': 22}, {'round_number': 2, 'time_spent': 3.01, 'mode': 'stages', 'passed': True, 'level_number': 22}]","[""textColor"", ""textColorChance"", ""textPromptMinCount"", ""textPromptMaxCount"", ""textColorUniqueLabelsPerRound""]",1F9bXcIBahSUmvIdD1Vee9sutIm2,1,2,level_end,DjXOMhx6ce2oX55vnIAY,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:52:33.719000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,5.1,,1,"[{'hint_type': 'text_color', 'position': 1, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text color', 'expected': 'Pink'}]",stages,24,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 1.68, 'mode': 'stages', 'passed': True, 'level_number': 24}, {'round_number': 2, 'time_spent': 1.74, 'mode': 'stages', 'passed': True, 'level_number': 24}, {'round_number': 3, 'time_spent': 1.71, 'mode': 'stages', 'passed': False, 'level_number': 24}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,1,level_end,E3Te3xaXXR5VkuoW073G,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:59:12.481000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,5.22,,1,"[{'hint_type': 'text_color', 'position': 2, 'card_type': 'colors', 'actual': 'g', 'prompt_target': 'Text color', 'expected': 'Pink'}]",stages,36,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 6.74, 'mode': 'stages', 'passed': False, 'level_number': 36}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,EZ0HYf7EjAk14ce893ur,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:56:17.460000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,5.45,,1,"[{'hint_type': '45°_↻', 'position': 3, 'card_type': 'directions', 'actual': '→', 'prompt_target': '45° ↻', 'expected': 'NE'}]",stages,32,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 5.48, 'mode': 'stages', 'passed': False, 'level_number': 32}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,F67uDGRmC2XQ0ur6zgU6,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:02:03.333000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,0.8,,1,"[{'hint_type': 'number', 'position': 1, 'card_type': 'numbers', 'actual': 'blank', 'prompt_target': 'Number', 'expected': '3'}]",stages,47,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 0.83, 'mode': 'stages', 'passed': False, 'level_number': 47}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,1,level_end,FI72gJwQSC8JZQaOMtE3,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T01:59:01.452000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,8.98,,2,"[{'hint_type': 'text_color', 'position': 2, 'card_type': 'colors', 'actual': 'p', 'prompt_target': 'Text color', 'expected': 'Blue'}, {'hint_type': 'background_color', 'position': 1, 'card_type': 'colors', 'actual': 'o', 'prompt_target': 'Background color', 'expected': 'Pink'}]",stages,36,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 10.51, 'mode': 'stages', 'passed': False, 'level_number': 36}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,3,level_end,FQO808MObw5EacpWVQtp,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:23:32.354000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,0.95,,1,"[{'hint_type': 'background_color', 'position': 1, 'card_type': 'numbers', 'actual': 'blank', 'prompt_target': 'Background color', 'expected': 'Purple'}]",stages,11,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 0.98, 'mode': 'stages', 'passed': False, 'level_number': 11}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,1,level_end,FZ3RLST84LOW6Or4uJUr,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
2026-03-09T02:25:06.354000+00:00,3cb71f86-93bd-4436-bec2-035b7b4809e0,custom,1.45,,4,"[{'hint_type': 'text', 'position': 1, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Blue'}, {'hint_type': 'text', 'position': 2, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Yellow'}, {'hint_type': 'background_color', 'position': 3, 'card_type': 'shapes', 'actual': 'blank', 'prompt_target': 'Background color', 'expected': 'Brown'}, {'hint_type': 'text', 'position': 4, 'card_type': 'colors', 'actual': 'blank', 'prompt_target': 'Text', 'expected': 'Red'}]",stages,18,False,7b41b0fc-1e8d-4bd5-a320-f6fe82978629,2026.04.0,"[{'round_number': 1, 'time_spent': 1.46, 'mode': 'stages', 'passed': False, 'level_number': 18}]",[],1F9bXcIBahSUmvIdD1Vee9sutIm2,0,4,level_end,FaUVXUfww1md5t43vEut,08ePAT9GxjGMOAGHdOq7,uploads.ungrounded.net
