timezone,created_at,last_event_type,release_channel,user_id,page_path,game_version,started_at,session_elapsed_seconds,quit_reason,end_reason,session_id,site_host,quit_inferred,last_activity_at,player_id,ip_address,user_agent,last_level_completed,ended_at,session_state,total_playtime_seconds,updated_at,current_level_started_at,language,current_level_number,id
America/Los_Angeles,2026-03-03T20:37:16.675000+00:00,window_blur,custom,oHebuZq0NeM5QZ92UrSHx0UekyJ3,"/864be39a43522ec7fc57b6bd76ea9931fd8f3b4b6f1facd82d93951d189f5fd3,1772656635,7/data/games/16/237/1054487/files/69a7457cf250f/index.html",2026.03.0,2026-03-03T20:37:16.675000+00:00,,,,id-1772570235792-05cdab33455ca,serve.gamejolt.net,False,2026-03-03T20:37:35.529000+00:00,id-1772570177848-66309bf8e036d,205.175.106.149,"GJClient 1.39.4 (+http://gamejolt.com) - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.106 Safari/537.36",0.0,,active,0.0,2026-03-03T20:37:35.529000+00:00,,en-US,,eVWMk80WOaXtZuGZNHwD
America/Los_Angeles,2026-03-04T19:06:05.600000+00:00,quit_reason,custom,laduhza9OwPwalkPKpxhRLGFgS53,"/f3ca760aae1d2c879cf4ef97b953721fcb02f4e904d6b1c14f6953970f0e0fb0,1772737564,7/data/games/16/237/1054487/files/69a74a815a295/index.html",2026.03.0,2026-03-04T19:06:05.600000+00:00,,inactivity_timeout,,d60de1f9-7aff-4aa0-bc8f-755b11dabe8c,serve.gamejolt.net,True,2026-03-04T22:32:20.926000+00:00,1baa6b31-4819-4fe1-91a7-3bf8e145de7f,174.21.21.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",101.0,,active,5330.81,2026-03-04T22:34:05.919000+00:00,2026-03-04T19:41:49.633000+00:00,en-US,,egVLz0oKOeiJAkjQwQx8
America/New_York,2026-03-04T00:45:47.195000+00:00,quit_reason,custom,j9XM66bhHKPfwjMY5bwszcFcbnl1,"/9301e52f28ba299d4113d1d3880ba7effdfcd16908ba826f8e81cd3b4bccde04,1772671545,7/data/games/16/237/1054487/files/69a74a815a295/index.html",2026.03.0,2026-03-04T00:45:47.195000+00:00,51.58,,beforeunload,e1473e06-da0d-4943-b964-b4e5e1a0b254,serve.gamejolt.net,False,2026-03-04T00:46:37.508000+00:00,e650bd39-6d90-414e-b03d-8b9f64f6e51c,73.128.159.202,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",1.0,2026-03-04T00:46:37.550000+00:00,ended,51.58,2026-03-04T00:46:37.550000+00:00,2026-03-04T00:45:50.365000+00:00,en-US,,f7D2Uft2it53ZHW7MJNI
America/Los_Angeles,2026-03-04T07:00:03.169000+00:00,quit_reason,custom,eqogggymrxWbhez2ocdnX0iaYZx1,"/e29298464cb88a1f1cfd8fadb7d7d77d70ed10b3cda99938a124ecc021280936,1772693999,7/data/games/16/237/1054487/files/69a74a815a295/index.html",2026.03.0,2026-03-04T07:00:03.169000+00:00,440.98,,beforeunload,24b4c435-ec63-46d2-80b5-4e48dd3706ef,serve.gamejolt.net,False,2026-03-04T07:07:21.254000+00:00,6bb15770-3531-4cfe-b65c-b0c493889dae,97.126.39.127,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",9.0,2026-03-04T07:07:21.314000+00:00,ended,440.98,2026-03-04T07:07:21.314000+00:00,2026-03-04T07:07:18.601000+00:00,en-US,,irzBI7trXvFstcSCmI1f
America/Los_Angeles,2026-03-03T21:01:52.039000+00:00,before_unload,custom,h7hfDhKtqAdDMdDlMPLfIMKmEFF2,"/be253335207c438042e3507226c591edd885c58a37b1f6de8952c9439e67d9df,1772658111,7/data/games/16/237/1054487/files/69a74a815a295/index.html",2026.03.0,2026-03-03T21:01:52.039000+00:00,17.85,,beforeunload,ac480c64-a8e2-4d38-8992-0d7540c60236,serve.gamejolt.net,False,2026-03-03T21:02:09.318000+00:00,46205f6d-00a0-4c6d-8654-e8c6e899bec3,205.175.106.57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",0.0,2026-03-03T21:02:09.362000+00:00,ended,17.85,2026-03-03T21:02:09.362000+00:00,,en-US,,ksalfiyWmllkCGI8lwz5
America/Los_Angeles,2026-03-04T08:33:08.142000+00:00,before_unload,custom,eqogggymrxWbhez2ocdnX0iaYZx1,"/52204d5c849808059b7ba206fc36fa5e3e61fdf8de61d8f3236ae1f06aff834b,1772699586,7/data/games/16/237/1054487/files/69a74a815a295/index.html",2026.03.0,2026-03-04T08:33:08.142000+00:00,,,,8fa2df7f-dd32-4366-aed4-3b75bb35192e,serve.gamejolt.net,False,2026-03-04T08:34:06.103000+00:00,6bb15770-3531-4cfe-b65c-b0c493889dae,97.126.39.127,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",67.0,,active,31.61,2026-03-04T08:34:06.103000+00:00,2026-03-04T08:34:03.630000+00:00,en-US,,l8IMlwkBZcZbTbzuZ9Nq
America/Los_Angeles,2026-03-04T08:11:03.687000+00:00,before_unload,custom,eqogggymrxWbhez2ocdnX0iaYZx1,"/18ba53d79aba5d2d2e1a9bed9089544ac80086a1f6df13de0f3e4c2c1e40455f,1772698262,7/data/games/16/237/1054487/files/69a74a815a295/index.html",2026.03.0,2026-03-04T08:11:03.687000+00:00,,,,13ed0d7a-7ca5-49c6-b00d-1400d7bb8bd7,serve.gamejolt.net,False,2026-03-04T08:11:50.603000+00:00,6bb15770-3531-4cfe-b65c-b0c493889dae,97.126.39.127,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",0.0,,active,31.06,2026-03-04T08:11:50.603000+00:00,,en-US,,lzDQdWZ1ETkUmYFnRCRg
America/Los_Angeles,2026-03-04T06:29:44.618000+00:00,before_unload,custom,bIuPdBQi1ngKOJ6pz7xINLAnXzr2,"/5f638f9c5c8263badc82a53b0519a33ebd21f09cc2becf633051efccd1f50c70,1772692180,7/data/games/16/237/1054487/files/69a74a815a295/index.html",2026.03.0,2026-03-04T06:29:44.618000+00:00,831.99,,beforeunload,5df7a809-642b-436b-b93f-46161f90fce6,serve.gamejolt.net,False,2026-03-04T06:43:33.301000+00:00,4d159bde-fd10-4e61-b657-1a2d922fcbe7,67.185.11.111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",23.0,2026-03-04T06:43:33.339000+00:00,ended,831.99,2026-03-04T06:43:33.339000+00:00,2026-03-04T06:42:35.695000+00:00,en-US,,m2w8vZqIBej2LR3rsGAb
America/New_York,2026-03-03T23:32:59.021000+00:00,level_end,custom,hwf2qIMIgofG5c1v9HLYdlcGXDq2,"/b39d3e6d01ab30709f766e5b4dd77ac033eb0991e3ce9ac8308ed55f2b29124a,1772667175,7/data/games/16/237/1054487/files/69a74a815a295/index.html",2026.03.0,2026-03-03T23:32:59.021000+00:00,,,,f71e901d-3598-43e8-8db4-d086643fc422,serve.gamejolt.net,False,2026-03-03T23:33:17.313000+00:00,6d182d6b-b758-4477-8b46-cee111aa6f26,97.230.155.178,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",1.0,,active,0.0,2026-03-03T23:33:17.346000+00:00,2026-03-03T23:33:01.244000+00:00,en-US,,oCuFpvfVU15720BKzDdT
America/Los_Angeles,2026-03-04T06:43:40.421000+00:00,before_unload,custom,rqRsF0b3Age70UcB5ynDW2WOOpr1,"/0e64460fc472b99db14d19a1f561a363e834dc8e2f56e1ef0052129d77473593,1772693018,7/data/games/16/237/1054487/files/69a74a815a295/index.html",2026.03.0,2026-03-04T06:43:40.421000+00:00,,,,ed734381-9c9f-4db4-baed-c077d607d4e8,serve.gamejolt.net,False,2026-03-04T06:44:07.795000+00:00,834b3d23-7f62-46f6-8fb0-3d257225cecb,98.232.34.224,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",0.0,,active,0.0,2026-03-04T06:44:07.795000+00:00,,en-US,,ownBblCe37G9T3CC7WgB
