total_cards,created_at,release_channel,user_id,stars,active_modifiers,passed,time_seconds,game_version,session_id,cards_failed,level_number,end_reason,player_id,mode,stage_name,cards_failed_count,rounds,id,session_doc_id
2,2026-02-19T19:51:07.337000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,2.3,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""5"", ""actual"": ""blank""}, {""position"": 0, ""card_type"": ""unknown"", ""expected"": ""7"", ""actual"": ""blank""}]",2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,2,[],1RcV0P0fHKuYWvUVxNHl,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:49:01.515000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,1.64,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""5"", ""actual"": ""blank""}]",1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,1,"[{""passed"": true, ""time_spent"": 1.88, ""round_number"": 1}]",1zOfaSxyGisGcvjUpOkB,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:51:19.195000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,4.91,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""4"", ""actual"": ""blank""}, {""position"": 0, ""card_type"": ""unknown"", ""expected"": ""8"", ""actual"": ""blank""}]",2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,2,[],3lyssSNvaVCJz97Y4dkc,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:49:13.865000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,2.79,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""6"", ""actual"": ""blank""}]",1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,1,"[{""passed"": true, ""time_spent"": 2.07, ""round_number"": 1}, {""passed"": true, ""time_spent"": 1.82, ""round_number"": 2}]",5E7xNe3WIyfKnnIWxcwG,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:50:39.870000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,2,,True,5.96,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 2.24, ""round_number"": 1}, {""passed"": true, ""time_spent"": 2.62, ""round_number"": 2}]",5Oop0jnn8eHN3Blm9jcC,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:49:19.647000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,1.56,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""5"", ""actual"": ""blank""}]",1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,1,"[{""passed"": true, ""time_spent"": 1.81, ""round_number"": 1}]",9i2xzcijiXpBCQIKT2Hq,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:49:42.603000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,4,,True,1.66,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 1.49, ""round_number"": 1}, {""passed"": true, ""time_spent"": 1.42, ""round_number"": 2}]",AexydKBeE3XCfrlkl17K,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:49:05.421000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,1.44,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""7"", ""actual"": ""blank""}]",1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,1,"[{""passed"": true, ""time_spent"": 1.54, ""round_number"": 1}]",CeuuCEUnuzhmmijdKjSI,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:52:51.092000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,2.46,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""5"", ""actual"": ""blank""}, {""position"": 0, ""card_type"": ""unknown"", ""expected"": ""4"", ""actual"": ""blank""}]",2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,2,[],GR6MT9V5H4L2hg7CX9QB,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:48:57.726000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,3,,True,2.9,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 2, ""round_number"": 1}, {""passed"": true, ""time_spent"": 1.7, ""round_number"": 2}]",IXSwDqT0yRtKdQmDnfGi,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:53:20.387000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,2,,True,5.72,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 2.39, ""round_number"": 1}, {""passed"": true, ""time_spent"": 2.38, ""round_number"": 2}]",K1fUpbbXbtC6jESUJcAk,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:53:52.387000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,2,,True,7.35,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],3,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 5.18, ""round_number"": 1}, {""passed"": true, ""time_spent"": 2.57, ""round_number"": 2}]",Kexwba63aFvP5lcdxryE,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:50:48.533000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,2,,True,4.77,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 2.56, ""round_number"": 1}, {""passed"": true, ""time_spent"": 2.7, ""round_number"": 2}]",MJge3jHTgixlpTMMRk4M,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:49:07.837000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,0.65,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""1"", ""actual"": ""blank""}]",1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,1,[],MijDx4XntkVyVUoMFmGA,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:50:54.014000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,3.44,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""5"", ""actual"": ""blank""}, {""position"": 0, ""card_type"": ""unknown"", ""expected"": ""9"", ""actual"": ""blank""}]",2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,2,"[{""passed"": true, ""time_spent"": 2.79, ""round_number"": 1}]",Ooaozh6kMG45nWy6BAt3,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:51:13.444000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,3.99,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""3"", ""actual"": ""blank""}, {""position"": 0, ""card_type"": ""unknown"", ""expected"": ""1"", ""actual"": ""blank""}]",2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,2,"[{""passed"": true, ""time_spent"": 2.44, ""round_number"": 1}]",PhecLadZxBSLdR46gj2I,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:48:45.262000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,3,,True,2.13,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 1.68, ""round_number"": 1}, {""passed"": true, ""time_spent"": 1.6, ""round_number"": 2}]",Pkn24tyr4fIlVTCis5pr,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:48:18.764000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,3,,True,2.34,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 1.85, ""round_number"": 1}, {""passed"": true, ""time_spent"": 1.59, ""round_number"": 2}]",PtpAHlwNf3oqKuGKLFMs,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:48:49.776000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,1.31,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""6"", ""actual"": ""blank""}]",1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,1,"[{""passed"": true, ""time_spent"": 1.61, ""round_number"": 1}]",TcNuVl2giw1k0fc62PHo,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:53:09.632000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,2,,True,6.07,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 3.25, ""round_number"": 1}, {""passed"": true, ""time_spent"": 2.86, ""round_number"": 2}]",Te7GuLp248MGs09r4Sd9,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:51:28.912000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,2,,True,6.19,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 3.41, ""round_number"": 1}, {""passed"": true, ""time_spent"": 3.02, ""round_number"": 2}]",cQeYdHkFjeIt7M4UgpwC,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:49:30.473000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,3,,True,2.68,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 1.87, ""round_number"": 1}, {""passed"": true, ""time_spent"": 1.7, ""round_number"": 2}]",clhutU4Z25sj2dkQmX2A,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:50:30.302000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,3.52,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""6"", ""actual"": ""blank""}, {""position"": 0, ""card_type"": ""unknown"", ""expected"": ""4"", ""actual"": ""blank""}]",2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,2,"[{""passed"": true, ""time_spent"": 2.42, ""round_number"": 1}]",eOkNj6sOw3upWSxW4und,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:49:37.092000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,3,,True,2.31,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 1.68, ""round_number"": 1}, {""passed"": true, ""time_spent"": 1.78, ""round_number"": 2}]",h3lEkNDF5wOy3KUkWWSC,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:54:01.626000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,2,,True,4.96,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],3,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 2.13, ""round_number"": 1}, {""passed"": true, ""time_spent"": 2.23, ""round_number"": 2}]",h91xX6LLHnSMMuYroR5A,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:50:23.561000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,2,,True,5.37,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 2.73, ""round_number"": 1}, {""passed"": true, ""time_spent"": 2.64, ""round_number"": 2}]",mpsv1cm33tau5M8v7bj3,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:49:24.140000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,1.76,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""5"", ""actual"": ""blank""}]",1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,1,"[{""passed"": true, ""time_spent"": 1.95, ""round_number"": 1}]",o0zBBXYI7buSj6trzx9T,0KQaNMPkRhHsuGPuCcq1
1,2026-02-19T19:48:34.638000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,3.08,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""9"", ""actual"": ""blank""}]",1,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,1,"[{""passed"": true, ""time_spent"": 1.84, ""round_number"": 1}, {""passed"": true, ""time_spent"": 1.49, ""round_number"": 2}]",o5zLmbGtn50GcyjikXam,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:53:00.249000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,2,,True,5.08,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,[],2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,0,"[{""passed"": true, ""time_spent"": 2.27, ""round_number"": 1}, {""passed"": true, ""time_spent"": 2.46, ""round_number"": 2}]",qOyxvE87zIGTKiwuLyC6,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:51:04.284000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,3.29,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""2"", ""actual"": ""blank""}, {""position"": 0, ""card_type"": ""unknown"", ""expected"": ""3"", ""actual"": ""blank""}]",2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,2,"[{""passed"": true, ""time_spent"": 2.33, ""round_number"": 1}]",u08uiStE4GpyElJuMLed,0KQaNMPkRhHsuGPuCcq1
2,2026-02-19T19:50:59.130000+00:00,github-pages,SEgwtEvw9aR7a9iYq0eSL4juQqZ2,0,,False,3.25,2026.02.17,0a53ecb7-5137-4456-a377-768426a1c08b,"[{""position"": 0, ""card_type"": ""unknown"", ""expected"": ""8"", ""actual"": ""blank""}, {""position"": 0, ""card_type"": ""unknown"", ""expected"": ""7"", ""actual"": ""blank""}]",2,level_end,72f1f9cf-573e-4fd1-a639-d9b40331ffd6,,,2,"[{""passed"": true, ""time_spent"": 2.45, ""round_number"": 1}]",wpdAmImb5EM5CV5RJ4x6,0KQaNMPkRhHsuGPuCcq1
2,2026-02-21T06:23:35.454000+00:00,github-pages,rytqR4atUtet1qhxImZUY2Q3Twq1,2,"[""backgroundColor"", ""backgroundColorChance"", ""backgroundPromptChance""]",True,5.8,2026.02.21,fbef8d91-92a3-470b-9a1e-f934618b4bbb,[],30,level_end,08efffc0-3104-4ad3-b8ca-858b89c12b6e,stages,Stage 30,0,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 1.66, ""round_number"": 1, ""level_number"": 30}, {""passed"": true, ""mode"": ""stages"", ""time_spent"": 2.43, ""round_number"": 2, ""level_number"": 30}]",H6gHjvDGXZweQ7WbncEA,0NojhHcqbsrwr8atxkmQ
1,2026-02-23T02:07:00.247000+00:00,github-pages,71Hw0KD5HVTN08tQAcKjQvQYb9U2,2,"[""mathChance"", ""misleadChance"", ""backgroundColorChance"", ""backgroundPromptChance"", ""swapChance""]",True,6.82,2026.02.21,a54d9175-625a-466c-a446-7b1ec6ae3d28,[],1,level_end,695df8dc-52c3-46ed-9b0d-c7e25df56f67,stages,Stage 1,0,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 3.28, ""round_number"": 1, ""level_number"": 1}, {""passed"": true, ""mode"": ""stages"", ""time_spent"": 3.19, ""round_number"": 2, ""level_number"": 1}]",916xrTLHVuUiybnxlezY,1Tik7ZNvf3J8ajMAKIdd
1,2026-02-23T02:06:47.343000+00:00,github-pages,71Hw0KD5HVTN08tQAcKjQvQYb9U2,0,[],False,5.59,2026.02.21,a54d9175-625a-466c-a446-7b1ec6ae3d28,"[{""position"": 1, ""hint_type"": ""number"", ""card_type"": ""numbers"", ""prompt_target"": ""Number"", ""actual"": ""blank"", ""expected"": ""5""}]",1,level_end,695df8dc-52c3-46ed-9b0d-c7e25df56f67,stages,,1,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 2.81, ""round_number"": 1, ""level_number"": 1}, {""passed"": true, ""mode"": ""stages"", ""time_spent"": 2.51, ""round_number"": 2, ""level_number"": 1}, {""passed"": false, ""mode"": ""stages"", ""time_spent"": 2.08, ""round_number"": 3, ""level_number"": 1}]",DukmaxeWMk5H8S8A8KCW,1Tik7ZNvf3J8ajMAKIdd
1,2026-02-23T02:05:06.852000+00:00,github-pages,71Hw0KD5HVTN08tQAcKjQvQYb9U2,0,[],False,4.41,2026.02.21,a54d9175-625a-466c-a446-7b1ec6ae3d28,"[{""position"": 1, ""hint_type"": ""number"", ""card_type"": ""numbers"", ""prompt_target"": ""Number"", ""actual"": ""blank"", ""expected"": ""4""}]",1,level_end,695df8dc-52c3-46ed-9b0d-c7e25df56f67,stages,,1,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 2.69, ""round_number"": 1, ""level_number"": 1}, {""passed"": false, ""mode"": ""stages"", ""time_spent"": 2.63, ""round_number"": 2, ""level_number"": 1}]",Rt6cJ0gS3UFDqyJWfChv,1Tik7ZNvf3J8ajMAKIdd
1,2026-02-23T02:05:44.160000+00:00,github-pages,71Hw0KD5HVTN08tQAcKjQvQYb9U2,2,"[""mathChance"", ""misleadChance"", ""backgroundColorChance"", ""backgroundPromptChance"", ""swapChance""]",True,6.72,2026.02.21,a54d9175-625a-466c-a446-7b1ec6ae3d28,[],1,level_end,695df8dc-52c3-46ed-9b0d-c7e25df56f67,stages,Stage 1,0,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 3.19, ""round_number"": 1, ""level_number"": 1}, {""passed"": true, ""mode"": ""stages"", ""time_spent"": 3.74, ""round_number"": 2, ""level_number"": 1}]",emVhS4czAios2WTY0TMG,1Tik7ZNvf3J8ajMAKIdd
1,2026-02-23T02:05:26.296000+00:00,github-pages,71Hw0KD5HVTN08tQAcKjQvQYb9U2,0,[],False,6.26,2026.02.21,a54d9175-625a-466c-a446-7b1ec6ae3d28,"[{""position"": 1, ""hint_type"": ""number"", ""card_type"": ""numbers"", ""prompt_target"": ""Number"", ""actual"": ""blank"", ""expected"": ""1""}]",1,level_end,695df8dc-52c3-46ed-9b0d-c7e25df56f67,stages,,1,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 3.57, ""round_number"": 1, ""level_number"": 1}, {""passed"": true, ""mode"": ""stages"", ""time_spent"": 2.44, ""round_number"": 2, ""level_number"": 1}, {""passed"": false, ""mode"": ""stages"", ""time_spent"": 2.07, ""round_number"": 3, ""level_number"": 1}]",mLbb0PzlWAevWNBfKqAd,1Tik7ZNvf3J8ajMAKIdd
1,2026-02-23T02:04:58.811000+00:00,github-pages,71Hw0KD5HVTN08tQAcKjQvQYb9U2,0,[],False,5.56,2026.02.21,a54d9175-625a-466c-a446-7b1ec6ae3d28,"[{""position"": 1, ""hint_type"": ""number"", ""card_type"": ""numbers"", ""prompt_target"": ""Number"", ""actual"": ""blank"", ""expected"": ""2""}]",1,level_end,695df8dc-52c3-46ed-9b0d-c7e25df56f67,stages,,1,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 4.75, ""round_number"": 1, ""level_number"": 1}, {""passed"": false, ""mode"": ""stages"", ""time_spent"": 1.74, ""round_number"": 2, ""level_number"": 1}]",zFSGMVn7j1cPiBvV8aer,1Tik7ZNvf3J8ajMAKIdd
2,2026-02-19T07:00:47.281000+00:00,github-pages,rytqR4atUtet1qhxImZUY2Q3Twq1,2,,True,4.0,2026.02.17,6cbc531f-7f81-4e6e-b306-a6d1dfe7c255,[],3,level_end,08efffc0-3104-4ad3-b8ca-858b89c12b6e,,,0,"[{""passed"": true, ""time_spent"": 1.56, ""round_number"": 1}, {""passed"": true, ""time_spent"": 1.29, ""round_number"": 2}]",4h9wBIpgjpusKPSlZXcX,453BeTZYBLidpgHheoXE
1,2026-02-24T02:55:51.127000+00:00,github-pages,iXvmH05NeeTTinHDk4ZCRV14jLK2,1,"[""mathChance"", ""misleadChance"", ""backgroundColorChance"", ""backgroundPromptChance"", ""swapChance""]",True,17.95,2026.02.21,6a35a016-1453-4156-ad9a-249f09061a5b,[],1,level_end,2cd2aecd-e8c4-4e9b-b925-eef465fdbe77,stages,Stage 1,0,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 8.51, ""round_number"": 1, ""level_number"": 1}, {""passed"": true, ""mode"": ""stages"", ""time_spent"": 8.66, ""round_number"": 2, ""level_number"": 1}]",65lcsUfy9ZNMRe6rV4Ld,6XuGc7WBZEsoSy0vXW5z
2,2026-02-24T03:02:49.269000+00:00,github-pages,iXvmH05NeeTTinHDk4ZCRV14jLK2,0,[],False,3.1,2026.02.21,6a35a016-1453-4156-ad9a-249f09061a5b,"[{""position"": 2, ""hint_type"": ""number"", ""card_type"": ""numbers"", ""prompt_target"": ""Number"", ""actual"": ""blank"", ""expected"": ""9""}]",2,level_end,2cd2aecd-e8c4-4e9b-b925-eef465fdbe77,stages,,1,"[{""passed"": false, ""mode"": ""stages"", ""time_spent"": 3.1, ""round_number"": 1, ""level_number"": 2}]",EoJmiJLZWMTfNlGv1Rhx,6XuGc7WBZEsoSy0vXW5z
2,2026-02-24T03:04:47.478000+00:00,github-pages,iXvmH05NeeTTinHDk4ZCRV14jLK2,1,[],True,17.54,2026.02.21,6a35a016-1453-4156-ad9a-249f09061a5b,[],3,level_end,2cd2aecd-e8c4-4e9b-b925-eef465fdbe77,stages,Stage 3,0,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 5.46, ""round_number"": 1, ""level_number"": 3}, {""passed"": true, ""mode"": ""stages"", ""time_spent"": 7.07, ""round_number"": 2, ""level_number"": 3}]",ExqSuM2LQxgnaoIs7M86,6XuGc7WBZEsoSy0vXW5z
2,2026-02-24T03:03:28.951000+00:00,github-pages,iXvmH05NeeTTinHDk4ZCRV14jLK2,1,[],True,24.16,2026.02.21,6a35a016-1453-4156-ad9a-249f09061a5b,[],2,level_end,2cd2aecd-e8c4-4e9b-b925-eef465fdbe77,stages,Stage 2,0,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 9.85, ""round_number"": 1, ""level_number"": 2}, {""passed"": true, ""mode"": ""stages"", ""time_spent"": 8.96, ""round_number"": 2, ""level_number"": 2}]",GCigXhvrwLXWxUcpvqqd,6XuGc7WBZEsoSy0vXW5z
2,2026-02-24T03:04:23.485000+00:00,github-pages,iXvmH05NeeTTinHDk4ZCRV14jLK2,1,[],True,17.79,2026.02.21,6a35a016-1453-4156-ad9a-249f09061a5b,[],3,level_end,2cd2aecd-e8c4-4e9b-b925-eef465fdbe77,stages,Stage 3,0,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 8.1, ""round_number"": 1, ""level_number"": 3}, {""passed"": true, ""mode"": ""stages"", ""time_spent"": 4.75, ""round_number"": 2, ""level_number"": 3}]",U7GCrj2WRko6fGg6rcy9,6XuGc7WBZEsoSy0vXW5z
2,2026-02-24T03:02:59.194000+00:00,github-pages,iXvmH05NeeTTinHDk4ZCRV14jLK2,0,[],False,4.01,2026.02.21,6a35a016-1453-4156-ad9a-249f09061a5b,"[{""position"": 2, ""hint_type"": ""number"", ""card_type"": ""numbers"", ""prompt_target"": ""Number"", ""actual"": ""blank"", ""expected"": ""2""}]",2,level_end,2cd2aecd-e8c4-4e9b-b925-eef465fdbe77,stages,,1,"[{""passed"": false, ""mode"": ""stages"", ""time_spent"": 4.02, ""round_number"": 1, ""level_number"": 2}]",UIhk8tAuZu73Rh3jUuRw,6XuGc7WBZEsoSy0vXW5z
2,2026-02-24T03:03:41.918000+00:00,github-pages,iXvmH05NeeTTinHDk4ZCRV14jLK2,0,[],False,8.67,2026.02.21,6a35a016-1453-4156-ad9a-249f09061a5b,"[{""position"": 2, ""hint_type"": ""letter"", ""card_type"": ""letters"", ""prompt_target"": ""Letter"", ""actual"": ""wu"", ""expected"": ""U""}]",3,level_end,2cd2aecd-e8c4-4e9b-b925-eef465fdbe77,stages,,1,"[{""passed"": false, ""mode"": ""stages"", ""time_spent"": 8.67, ""round_number"": 1, ""level_number"": 3}]",n7Urzc9oqxrV6Wy1H9tN,6XuGc7WBZEsoSy0vXW5z
1,2026-02-25T22:33:51.194000+00:00,github-pages,kWPeN6ypLPd7NjlH4o6kalMcxet1,1,"[""backgroundColor"", ""backgroundColorChance"", ""backgroundPromptChance""]",True,13.82,2026.02.21,276ecdad-abfa-45e2-acf6-9ae03aca4749,[],17,level_end,e6f61171-46ef-463e-a994-7b3f92d2c7fa,stages,Stage 17,0,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 5.95, ""round_number"": 1, ""level_number"": 17}, {""passed"": true, ""mode"": ""stages"", ""time_spent"": 3.82, ""round_number"": 2, ""level_number"": 17}]",0Rr3eemZZdcemiq55eRU,6altEX5pKu2pasf0eIb2
1,2026-02-25T22:21:31.401000+00:00,github-pages,kWPeN6ypLPd7NjlH4o6kalMcxet1,0,"[""mathChance"", ""misleadChance"", ""backgroundColorChance"", ""backgroundPromptChance"", ""swapChance""]",True,32.38,2026.02.21,276ecdad-abfa-45e2-acf6-9ae03aca4749,[],1,level_end,e6f61171-46ef-463e-a994-7b3f92d2c7fa,stages,Stage 1,0,"[{""passed"": true, ""mode"": ""stages"", ""time_spent"": 10.76, ""round_number"": 1, ""level_number"": 1}, {""passed"": true, ""mode"": ""stages"", ""time_spent"": 13.91, ""round_number"": 2, ""level_number"": 1}]",1VSbRX7WIFtmTY6hCHDO,6altEX5pKu2pasf0eIb2
